Date,Country,Predicted_Vaccinations
2022-03-30,USA,561057615.3457495
2022-03-31,USA,561218476.9536262
2022-03-26,Venezuela,45944795.5040822
2022-03-27,Venezuela,47282719.95547986
2022-03-28,Venezuela,48561839.55024028
2022-03-29,Venezuela,49724933.62887716
2022-03-30,Venezuela,50687367.24844313
2022-03-31,Venezuela,51607781.27976036
2022-03-23,Vietnam,204154718.79470897
2022-03-24,Vietnam,204560130.5108285
2022-03-25,Vietnam,204992689.1437254
2022-03-26,Vietnam,205380882.78863287
2022-03-27,Vietnam,205767090.66442728
2022-03-28,Vietnam,206138865.38910723
2022-03-29,Vietnam,206524903.74802613
2022-03-30,Vietnam,206925254.174577
2022-03-31,Vietnam,207332554.7930236
2022-03-29,Wallis and Futuna,12691.682075440884
2022-03-30,Wallis and Futuna,12796.631183028221
2022-03-31,Wallis and Futuna,12883.784447133541
2022-03-30,Zambia,3471562.224331856
2022-03-31,Zambia,3500535.0610570908
2022-03-30,Zimbabwe,8587999.248191357
2022-03-31,Zimbabwe,8644532.009895086
