iter	MultiClass
446	1.23274819
447	1.231770566
448	1.23119967
449	1.230617538
450	1.230129236
451	1.229618853
452	1.229119292
453	1.228505001
454	1.22792554
455	1.227404002
456	1.227007279
457	1.226010928
458	1.225593297
459	1.224826931
460	1.224258973
461	1.22380086
462	1.223398952
463	1.222994573
464	1.222571416
465	1.222086914
466	1.220526783
467	1.220066762
468	1.219541244
469	1.219133666
470	1.218662474
471	1.218239402
472	1.217714472
473	1.217236264
474	1.216824845
475	1.216076318
476	1.215535049
477	1.214746929
478	1.214249029
479	1.213440619
480	1.212967973
481	1.212389209
482	1.211781692
483	1.211468544
484	1.211054116
485	1.210355075
486	1.209873139
487	1.2093775
488	1.208715977
489	1.208187233
490	1.207697306
491	1.20711776
492	1.20673582
493	1.205936987
494	1.205517279
495	1.205015802
496	1.20444745
497	1.203959168
498	1.203572607
499	1.20311523
500	1.202887529
501	1.202440805
502	1.201952692
503	1.20162584
504	1.200984031
505	1.20039495
506	1.200016257
507	1.199517662
508	1.199042144
509	1.198720021
510	1.19823971
511	1.19790226
512	1.197451642
513	1.19612763
514	1.195702568
515	1.195309585
516	1.194132479
517	1.193096932
518	1.192764644
519	1.192329018
520	1.191923687
521	1.191522037
522	1.191066992
523	1.190595735
524	1.190183386
525	1.189725408
526	1.18932502
527	1.188980963
528	1.188007253
529	1.187654777
530	1.18733205
531	1.186823254
532	1.186436944
533	1.186181494
534	1.185796439
535	1.18538799
536	1.184906384
537	1.184563866
538	1.184251486
539	1.183888379
540	1.183155858
541	1.182835667
542	1.182368465
543	1.181941365
544	1.180603499
545	1.180302507
546	1.179949914
547	1.17947691
548	1.179026424
549	1.178567236
550	1.17820048
551	1.177771847
552	1.17745896
553	1.177034199
554	1.176710571
555	1.176285733
556	1.175813243
557	1.175454195
558	1.174968403
559	1.174472908
560	1.173620939
561	1.173029705
562	1.172778615
563	1.172427934
564	1.171950334
565	1.171456103
566	1.171006757
567	1.170440777
568	1.169792551
569	1.169323984
570	1.168161611
571	1.167714135
572	1.167094289
573	1.166757909
574	1.166516368
575	1.16619349
576	1.165678854
577	1.165355932
578	1.164932138
579	1.164562102
580	1.164183244
581	1.163875108
582	1.163493594
583	1.163002814
584	1.162723582
585	1.16246443
586	1.162068283
587	1.161427903
588	1.161089472
589	1.160310228
590	1.160037755
591	1.159640631
592	1.159027474
593	1.158607924
594	1.158280063
595	1.157788785
596	1.157497044
597	1.157121288
598	1.156557399
599	1.156376345
600	1.156092738
601	1.155811682
602	1.155485871
603	1.155091219
604	1.154279149
605	1.153981417
606	1.153588398
607	1.153237578
608	1.152785955
609	1.152282699
610	1.151877225
611	1.151466042
612	1.150492202
613	1.150057241
614	1.149527845
615	1.149152783
616	1.148840188
617	1.148497249
618	1.148151648
619	1.14782524
620	1.147359306
621	1.146831101
622	1.146584287
623	1.146240464
624	1.145863491
625	1.145552561
626	1.145160002
627	1.144426571
628	1.144020049
629	1.143666093
630	1.14336967
631	1.142639059
632	1.142261498
633	1.14198997
634	1.141702612
635	1.141396452
636	1.141117856
637	1.140684912
638	1.140054367
639	1.139490347
640	1.139071107
641	1.13878119
642	1.138536787
643	1.138166472
644	1.137860924
645	1.137541449
646	1.137082117
647	1.136686748
648	1.136342378
649	1.135968708
650	1.13531688
651	1.135000058
652	1.13474706
653	1.134391646
654	1.133786542
655	1.13345032
656	1.133110786
657	1.132497115
658	1.132215808
659	1.131772518
660	1.130840082
661	1.130526981
662	1.130046339
663	1.129762233
664	1.129444489
665	1.129185
666	1.128928089
667	1.12847663
668	1.128073766
669	1.127398393
670	1.126861632
671	1.126507612
672	1.126252608
673	1.125903198
674	1.125645753
675	1.125353545
676	1.125104212
677	1.1248311
678	1.123988905
679	1.123794633
680	1.123491818
681	1.123185265
682	1.122900696
683	1.122560446
684	1.122240657
685	1.121920685
686	1.121521384
687	1.121296067
688	1.120953056
689	1.120439113
690	1.120120553
691	1.119903306
692	1.119605054
693	1.119335489
694	1.119136443
695	1.118798819
696	1.118511844
697	1.118239035
698	1.117931738
699	1.117599052
700	1.117304574
701	1.116951974
702	1.116632539
703	1.116337872
704	1.116093944
705	1.11583131
706	1.115510144
707	1.115215041
708	1.115047246
709	1.114712706
710	1.114315126
711	1.113960529
712	1.113682477
713	1.113243306
714	1.112843633
715	1.112617839
716	1.112385874
717	1.111536677
718	1.111299677
719	1.110808782
720	1.110619551
721	1.110285013
722	1.110074311
723	1.109746904
724	1.109496734
725	1.109313027
726	1.109036542
727	1.108610088
728	1.108427604
729	1.107619083
730	1.10731895
731	1.107112313
732	1.106912671
733	1.106721615
734	1.10650805
735	1.10626747
736	1.105993971
737	1.105697172
738	1.105423735
739	1.105211057
740	1.104862622
741	1.104536591
742	1.10427343
743	1.103992737
744	1.103602028
745	1.103382715
746	1.103089225
747	1.102809579
748	1.102479288
749	1.102210344
750	1.101886877
751	1.101702179
752	1.10132317
753	1.101099346
754	1.100904011
755	1.100539073
756	1.100333301
757	1.10004739
758	1.099587029
759	1.09920085
760	1.098836567
761	1.098615683
762	1.098328476
763	1.097716903
764	1.097234086
765	1.096919856
766	1.096578051
767	1.096328903
768	1.095990481
769	1.095542655
770	1.095256335
771	1.094963791
772	1.094701144
773	1.094401249
774	1.094167268
775	1.093911499
776	1.093699646
777	1.093517906
778	1.09329415
779	1.092994832
780	1.092746138
781	1.092273129
782	1.092090022
783	1.091878743
784	1.091554233
785	1.091346101
786	1.091133432
787	1.090948816
788	1.090484776
789	1.090290671
790	1.090067245
791	1.089811688
792	1.08965441
793	1.089457012
794	1.089231793
795	1.088864349
796	1.088606656
797	1.088344076
798	1.087936015
799	1.087590779
800	1.087315577
801	1.086764546
802	1.08647002
803	1.086220346
804	1.085832799
805	1.085301474
806	1.084520445
807	1.084306791
808	1.084157187
809	1.083833795
810	1.083658414
811	1.082747392
812	1.082556009
813	1.082200218
814	1.081930228
815	1.081442126
816	1.08126892
817	1.080831887
818	1.080415464
819	1.080226427
820	1.080048351
821	1.07968952
822	1.079528618
823	1.07933786
824	1.079021085
825	1.078506307
826	1.078382358
827	1.078199659
828	1.078042481
829	1.077840319
830	1.077593374
831	1.077460464
832	1.077275104
833	1.076958487
834	1.076771706
835	1.076472087
836	1.0763249
837	1.075681557
838	1.075531558
839	1.07537481
840	1.075249443
841	1.074924183
842	1.074670933
843	1.074579192
844	1.074277841
845	1.074089245
846	1.07357704
847	1.073447669
848	1.073029174
849	1.072767543
850	1.07255769
851	1.072306252
852	1.071868508
853	1.071718439
854	1.07153879
855	1.071358299
856	1.070884193
857	1.070600947
858	1.070297317
859	1.070140769
860	1.069942199
861	1.069757565
862	1.069543656
863	1.069313706
864	1.069104999
865	1.068897499
866	1.068531471
867	1.068344015
868	1.068184141
869	1.068047982
870	1.067882004
871	1.067706134
872	1.067368948
873	1.067225303
874	1.066993635
875	1.066817192
876	1.066599778
877	1.066458679
878	1.066165227
879	1.066039636
880	1.06592143
881	1.065723757
882	1.065264945
883	1.065062433
884	1.064836112
885	1.064621602
886	1.064498546
887	1.064204733
888	1.063871577
889	1.063665895
890	1.063412458
891	1.063267877
892	1.063099833
893	1.062813498
894	1.062505825
895	1.062291192
896	1.061997826
897	1.061791815
898	1.061530938
899	1.06079582
900	1.060697972
901	1.060498547
902	1.060175855
903	1.059964267
904	1.059780814
905	1.059477263
906	1.059270484
907	1.05902884
908	1.058841135
909	1.058619649
910	1.058340141
911	1.058045459
912	1.05769855
913	1.057532472
914	1.057391744
915	1.057228227
916	1.057071553
917	1.056910451
918	1.056710404
919	1.056550892
920	1.056368097
921	1.056267868
922	1.055938019
923	1.055710781
924	1.055446703
925	1.055212998
926	1.055073781
927	1.054870907
928	1.054489195
929	1.054304612
930	1.054013028
931	1.053677715
932	1.053485064
933	1.053269768
934	1.052936262
935	1.052768847
936	1.052563345
937	1.052369308
938	1.052094173
939	1.051945815
940	1.051315307
941	1.051054053
942	1.050394992
943	1.050168699
944	1.049852435
945	1.049677947
946	1.049535973
947	1.049378439
948	1.049170557
949	1.048991926
950	1.048819925
951	1.048624202
952	1.048433735
953	1.048246845
954	1.047996887
955	1.047782539
956	1.047300355
957	1.04716099
958	1.047019253
959	1.046802575
960	1.046380753
961	1.046069545
962	1.045864074
963	1.045575755
964	1.045335738
965	1.045162183
966	1.045009266
967	1.044851427
968	1.044635325
969	1.044397738
970	1.044196305
971	1.044035787
972	1.043700971
973	1.043429269
974	1.043301059
975	1.043062987
976	1.042872119
977	1.042614452
978	1.042422308
979	1.04220759
980	1.04208811
981	1.04184252
982	1.041684074
983	1.041589151
984	1.041377953
985	1.041216546
986	1.041004101
987	1.040845246
988	1.040687824
989	1.040583013
990	1.040470075
991	1.040196829
992	1.040050154
993	1.039961068
994	1.039375882
995	1.039162386
996	1.039008281
997	1.038766644
998	1.038612501
999	1.038383795
