iter	Passed	Remaining
211	9424	35032
212	9467	34981
213	9511	34934
214	9555	34888
215	9599	34842
216	9642	34794
217	9688	34754
218	9731	34704
219	9775	34659
220	9819	34612
221	9862	34562
222	9904	34509
223	9947	34460
224	9992	34419
225	10038	34379
226	10081	34330
227	10123	34278
228	10169	34238
229	10213	34194
230	10257	34146
231	10299	34095
232	10342	34047
233	10387	34002
234	10434	33967
235	10479	33926
236	10522	33875
237	10566	33829
238	10610	33786
239	10654	33740
240	10699	33697
241	10743	33651
242	10786	33602
243	10829	33555
244	10875	33514
245	10918	33466
246	10962	33420
247	11006	33373
248	11049	33325
249	11093	33280
250	11137	33235
251	11180	33186
252	11223	33137
253	11265	33087
254	11310	33043
255	11356	33003
256	11399	32955
257	11444	32914
258	11489	32872
259	11534	32827
260	11578	32784
261	11621	32736
262	11665	32689
263	11709	32644
264	11754	32602
265	11797	32553
266	11841	32507
267	11884	32460
268	11929	32416
269	11973	32372
270	12015	32323
271	12058	32275
272	12104	32233
273	12146	32183
274	12192	32143
275	12235	32095
276	12279	32050
277	12322	32004
278	12367	31961
279	12413	31919
280	12457	31875
281	12503	31834
282	12546	31788
283	12591	31744
284	12637	31703
285	12680	31656
286	12724	31610
287	12768	31566
288	12814	31525
289	12858	31480
290	12903	31438
291	12947	31393
292	12990	31345
293	13034	31301
294	13080	31259
295	13124	31215
296	13169	31171
297	13214	31130
298	13258	31083
299	13304	31043
300	13348	30999
301	13391	30951
302	13435	30905
303	13479	30861
304	13525	30819
305	13567	30771
306	13611	30725
307	13654	30677
308	13698	30632
309	13742	30588
310	13787	30544
311	13830	30497
312	13872	30448
313	13915	30401
314	13959	30356
315	14002	30309
316	14047	30266
317	14092	30222
318	14133	30172
319	14178	30130
320	14224	30087
321	14269	30044
322	14312	29999
323	14355	29951
324	14402	29913
325	14446	29867
326	14490	29822
327	14534	29778
328	14577	29731
329	14622	29687
330	14667	29644
331	14710	29598
332	14754	29553
333	14799	29510
334	14844	29467
335	14887	29421
336	14931	29374
337	14973	29326
338	15016	29280
339	15062	29239
340	15108	29197
341	15150	29148
342	15195	29106
343	15239	29061
344	15284	29018
345	15328	28974
346	15371	28926
347	15414	28880
348	15458	28834
349	15502	28790
350	15546	28744
351	15590	28700
352	15633	28654
353	15678	28611
354	15724	28569
355	15767	28523
356	15810	28477
357	15853	28429
358	15896	28383
359	15942	28342
360	15986	28297
361	16029	28250
362	16073	28205
363	16114	28156
364	16160	28115
365	16204	28070
366	16248	28025
367	16293	27982
368	16338	27939
369	16384	27898
370	16428	27853
371	16472	27808
372	16517	27765
373	16560	27719
374	16607	27678
375	16651	27635
376	16697	27593
377	16742	27550
378	16785	27503
379	16830	27460
380	16874	27416
381	16918	27370
382	16961	27324
383	17005	27279
384	17050	27236
385	17095	27193
386	17138	27147
387	17184	27104
388	17228	27060
389	17272	27016
390	17316	26971
391	17359	26924
392	17401	26877
393	17445	26832
394	17490	26788
395	17533	26742
396	17576	26696
397	17619	26651
398	17663	26606
399	17710	26566
400	17755	26522
401	17798	26476
402	17843	26433
403	17888	26389
404	17935	26350
405	17980	26306
406	18024	26261
407	18067	26215
408	18112	26172
409	18157	26128
410	18202	26086
411	18247	26042
412	18290	25996
413	18333	25950
414	18386	25918
415	18430	25872
416	18475	25829
417	18517	25782
418	18560	25737
419	18605	25693
420	18647	25646
421	18691	25601
422	18735	25555
423	18778	25510
424	18821	25464
425	18865	25419
426	18907	25372
427	18950	25325
428	18994	25281
429	19040	25239
430	19082	25192
431	19125	25146
432	19168	25099
433	19213	25056
434	19258	25014
435	19302	24969
436	19345	24923
437	19387	24876
438	19432	24833
439	19478	24790
440	19521	24745
441	19565	24700
442	19611	24657
443	19654	24612
444	19700	24570
445	19744	24526
446	19788	24481
447	19832	24436
448	19875	24390
449	19919	24345
450	19962	24300
451	20003	24252
452	20048	24208
453	20090	24162
454	20135	24118
455	20178	24072
456	20223	24029
457	20265	23982
458	20309	23938
459	20354	23893
460	20397	23848
461	20441	23804
462	20484	23758
463	20527	23713
464	20571	23668
465	20616	23624
466	20659	23578
467	20705	23536
468	20749	23492
469	20795	23450
470	20841	23408
471	20885	23363
472	20930	23320
473	20975	23276
474	21020	23232
475	21063	23187
476	21106	23141
477	21149	23096
478	21195	23054
479	21242	23012
480	21286	22968
481	21329	22922
482	21371	22875
483	21415	22831
484	21460	22788
485	21505	22744
486	21550	22700
487	21592	22654
488	21636	22609
489	21681	22565
490	21726	22522
491	21771	22479
492	21815	22435
493	21859	22390
494	21904	22346
495	21948	22302
496	21992	22258
497	22035	22212
498	22078	22166
499	22123	22123
500	22168	22080
501	22212	22035
502	22255	21989
503	22299	21945
504	22347	21905
505	22390	21859
506	22433	21814
507	22476	21768
508	22522	21725
509	22566	21681
510	22608	21635
511	22651	21590
512	22694	21544
513	22739	21501
514	22783	21456
515	22837	21421
516	22882	21377
517	22925	21332
518	22969	21287
519	23013	21243
520	23058	21199
521	23101	21153
522	23146	21110
523	23190	21066
524	23235	21022
525	23278	20977
526	23322	20932
527	23364	20886
528	23407	20841
529	23453	20798
530	23497	20754
531	23541	20709
532	23584	20664
533	23629	20620
534	23674	20576
535	23719	20533
536	23764	20489
537	23806	20443
538	23849	20398
539	23895	20355
540	23939	20310
541	23982	20265
542	24026	20221
543	24069	20176
544	24112	20130
545	24155	20085
546	24198	20039
547	24242	19995
548	24286	19950
549	24330	19906
550	24375	19862
551	24419	19818
552	24462	19773
553	24507	19730
554	24554	19687
555	24599	19643
556	24643	19600
557	24687	19555
558	24731	19511
559	24776	19467
560	24819	19422
561	24862	19377
562	24904	19330
563	24947	19285
564	24992	19241
565	25036	19197
566	25080	19153
567	25123	19107
568	25167	19063
569	25212	19020
570	25256	18975
571	25300	18931
572	25344	18886
573	25384	18839
574	25429	18795
575	25471	18750
576	25515	18705
577	25557	18659
578	25600	18614
579	25645	18570
580	25687	18525
581	25732	18481
582	25774	18435
583	25816	18389
584	25861	18345
585	25904	18300
586	25948	18256
587	25990	18211
588	26035	18167
589	26079	18123
590	26124	18079
591	26167	18034
592	26210	17989
593	26255	17945
594	26300	17901
595	26344	17857
596	26387	17812
597	26429	17766
598	26471	17721
599	26514	17676
600	26559	17632
601	26601	17586
602	26643	17541
603	26684	17495
604	26729	17451
605	26774	17407
606	26817	17363
607	26859	17317
608	26903	17272
609	26947	17228
610	26991	17184
611	27033	17138
612	27076	17094
613	27119	17049
614	27162	17004
615	27207	16960
616	27250	16915
617	27293	16870
618	27336	16825
619	27382	16782
620	27426	16738
621	27469	16693
622	27511	16648
623	27554	16603
624	27598	16558
625	27641	16514
626	27683	16468
627	27726	16424
628	27771	16380
629	27815	16336
630	27860	16292
631	27903	16247
632	27948	16203
633	27991	16159
634	28035	16114
635	28079	16070
636	28122	16026
637	28165	15981
638	28207	15935
639	28253	15892
640	28297	15848
641	28339	15802
642	28382	15758
643	28425	15713
644	28469	15669
645	28514	15625
646	28556	15580
647	28600	15536
648	28643	15491
649	28689	15447
650	28733	15403
651	28777	15359
652	28820	15314
653	28864	15270
654	28910	15227
655	28954	15183
656	28997	15138
657	29039	15093
658	29083	15049
659	29130	15006
660	29175	14962
661	29216	14917
662	29260	14872
663	29302	14827
664	29346	14783
665	29390	14739
666	29432	14694
667	29476	14649
668	29518	14604
669	29561	14559
670	29606	14516
671	29651	14472
672	29694	14428
673	29738	14384
674	29784	14340
675	29827	14295
676	29870	14251
677	29913	14206
678	29956	14162
679	30000	14117
680	30043	14073
681	30086	14028
682	30129	13983
683	30171	13938
684	30216	13895
685	30260	13850
686	30304	13806
687	30347	13762
688	30390	13717
689	30432	13672
690	30476	13628
691	30518	13583
692	30561	13538
693	30604	13494
694	30650	13450
695	30694	13406
696	30738	13362
697	30781	13318
698	30823	13273
699	30869	13229
700	30911	13184
701	30952	13139
702	30995	13094
703	31039	13050
704	31084	13007
705	31128	12962
706	31173	12919
707	31215	12874
708	31259	12830
709	31304	12786
710	31347	12741
711	31390	12697
712	31434	12653
713	31475	12607
714	31519	12563
715	31564	12519
716	31604	12474
717	31647	12429
718	31689	12384
719	31734	12341
720	31777	12296
721	31821	12252
722	31864	12207
723	31906	12163
724	31948	12118
725	31992	12074
726	32033	12029
727	32076	11984
728	32117	11939
729	32162	11895
730	32205	11851
731	32250	11807
732	32295	11763
733	32339	11719
734	32384	11675
735	32429	11632
736	32472	11587
737	32515	11543
738	32557	11498
739	32602	11454
740	32644	11410
741	32687	11365
742	32730	11321
743	32775	11277
744	32819	11233
745	32862	11189
746	32907	11145
747	32950	11100
748	32994	11056
749	33038	11012
750	33081	10968
751	33122	10923
752	33164	10878
753	33206	10834
754	33252	10790
755	33296	10746
756	33338	10701
757	33380	10657
758	33421	10612
759	33464	10567
760	33508	10523
761	33551	10479
762	33594	10435
763	33639	10391
764	33682	10346
765	33727	10303
766	33771	10259
767	33819	10216
768	33863	10172
769	33909	10128
770	33952	10084
771	33995	10040
772	34038	9995
773	34081	9951
774	34126	9907
775	34171	9863
776	34214	9819
777	34259	9775
778	34301	9731
779	34346	9687
780	34389	9643
781	34432	9598
782	34474	9554
783	34521	9510
784	34565	9467
785	34611	9423
786	34654	9379
787	34697	9334
788	34740	9290
789	34784	9246
790	34828	9202
791	34871	9158
792	34913	9113
793	34953	9068
794	35000	9025
795	35043	8981
796	35087	8936
797	35127	8892
798	35170	8847
799	35212	8803
800	35257	8759
801	35301	8715
802	35342	8670
803	35385	8626
804	35428	8582
805	35472	8538
806	35515	8493
807	35557	8449
808	35601	8405
809	35644	8361
810	35688	8317
811	35731	8272
812	35775	8228
813	35818	8184
814	35862	8140
815	35907	8096
816	35949	8052
817	35991	8007
818	36036	7964
819	36080	7920
820	36125	7876
821	36167	7831
822	36210	7787
823	36252	7743
824	36298	7699
825	36343	7655
826	36385	7611
827	36428	7567
828	36469	7522
829	36512	7478
830	36557	7434
831	36599	7390
832	36642	7346
833	36685	7301
834	36730	7258
835	36774	7214
836	36817	7169
837	36860	7125
838	36902	7081
839	36946	7037
840	36991	6993
841	37032	6949
842	37076	6905
843	37118	6860
844	37161	6816
845	37205	6772
846	37249	6728
847	37293	6684
848	37337	6640
849	37382	6596
850	37426	6552
851	37469	6508
852	37512	6464
853	37556	6420
854	37600	6376
855	37645	6332
856	37688	6288
857	37731	6244
858	37774	6200
859	37817	6156
860	37861	6112
861	37904	6068
862	37946	6023
863	37989	5979
864	38033	5935
865	38078	5892
866	38121	5847
867	38163	5803
868	38205	5759
869	38251	5715
870	38294	5671
871	38337	5627
872	38382	5583
873	38424	5539
874	38469	5495
875	38513	5451
876	38555	5407
877	38597	5363
878	38640	5319
879	38683	5275
880	38727	5231
881	38771	5187
882	38814	5142
883	38856	5098
884	38899	5054
885	38943	5010
886	38986	4966
887	39029	4922
888	39072	4878
889	39115	4834
890	39158	4790
891	39201	4746
892	39245	4702
893	39292	4658
894	39337	4614
895	39380	4570
896	39422	4526
897	39465	4482
898	39508	4438
899	39554	4394
900	39597	4350
901	39640	4306
902	39684	4262
903	39726	4218
904	39775	4175
905	39823	4131
906	39866	4087
907	39910	4043
908	39952	3999
909	39998	3955
910	40042	3911
911	40084	3867
912	40128	3823
913	40170	3779
914	40214	3735
915	40258	3691
916	40304	3648
917	40347	3604
918	40391	3560
919	40434	3516
920	40479	3472
921	40520	3428
922	40562	3383
923	40604	3339
924	40648	3295
925	40692	3251
926	40736	3207
927	40778	3163
928	40822	3119
929	40867	3076
930	40911	3032
931	40954	2988
932	40997	2944
933	41039	2900
934	41085	2856
935	41128	2812
936	41173	2768
937	41216	2724
938	41259	2680
939	41305	2636
940	41348	2592
941	41391	2548
942	41434	2504
943	41475	2460
944	41520	2416
945	41563	2372
946	41606	2328
947	41647	2284
948	41689	2240
949	41734	2196
950	41781	2152
951	41825	2108
952	41868	2064
953	41909	2020
954	41952	1976
955	41996	1932
956	42038	1888
957	42081	1844
958	42124	1800
959	42167	1756
960	42211	1713
961	42254	1669
962	42298	1625
963	42342	1581
964	42384	1537
965	42428	1493
966	42472	1449
967	42513	1405
968	42556	1361
969	42600	1317
970	42644	1273
971	42686	1229
972	42730	1185
973	42776	1141
974	42822	1098
975	42866	1054
976	42907	1010
977	42951	966
978	42994	922
979	43039	878
980	43084	834
981	43125	790
982	43167	746
983	43210	702
984	43256	658
985	43301	614
986	43345	570
987	43388	526
988	43431	483
989	43475	439
990	43519	395
991	43563	351
992	43606	307
993	43649	263
994	43697	219
995	43747	175
996	43790	131
997	43834	87
998	43876	43
999	43920	0
