iter	RMSE
753	0.08440387792
754	0.08375778559
755	0.08334357452
756	0.0829250497
757	0.08250757884
758	0.08222857155
759	0.08209112006
760	0.08180964986
761	0.08156010936
762	0.08101787573
763	0.08042359606
764	0.0801294223
765	0.07978459548
766	0.07949371688
767	0.0790208275
768	0.078419581
769	0.07787061151
770	0.07768900273
771	0.07751248673
772	0.07708597192
773	0.07680659297
774	0.07646953893
775	0.07600085198
776	0.07575953192
777	0.07541513434
778	0.07506836334
779	0.07446203161
780	0.07417086661
781	0.07369548887
782	0.07342513043
783	0.07290472593
784	0.07259431146
785	0.07225845396
786	0.07213015011
787	0.07193345128
788	0.07129725499
789	0.07097540212
790	0.07068832142
791	0.07027003953
792	0.06997064598
793	0.06966812011
794	0.06943799702
795	0.06904726905
796	0.0687240037
797	0.06844823801
798	0.06818839575
799	0.06806901993
800	0.067663305
801	0.06758614281
802	0.06710788288
803	0.06677818807
804	0.06663622285
805	0.06642421122
806	0.06601013775
807	0.06574447231
808	0.06539436751
809	0.064997749
810	0.06468642583
811	0.06409772658
812	0.06363309914
813	0.06349661337
814	0.06314716111
815	0.06275635139
816	0.06254244729
817	0.0621644289
818	0.06166619362
819	0.06134734735
820	0.06123329147
821	0.06093779505
822	0.06051756703
823	0.0602990084
824	0.05993217685
825	0.05952571158
826	0.05938505076
827	0.05902810133
828	0.05895290545
829	0.05860292679
830	0.05826891156
831	0.05788687312
832	0.05734807405
833	0.05725943591
834	0.05688331496
835	0.05672386181
836	0.0564877007
837	0.05618307004
838	0.05586546514
839	0.05561847074
840	0.0552951687
841	0.05497315153
842	0.05467479441
843	0.0544636915
844	0.05414106742
845	0.05404266467
846	0.05377532692
847	0.05370105296
848	0.05360729522
849	0.053195777
850	0.05282355907
851	0.05254485467
852	0.05226265457
853	0.05195447128
854	0.05182519487
855	0.05144751938
856	0.05114512849
857	0.05084096608
858	0.05058475019
859	0.05032577241
860	0.05007233726
861	0.04975570973
862	0.04965271484
863	0.04942079713
864	0.04909427127
865	0.04888152789
866	0.04862948012
867	0.04832018111
868	0.04813579533
869	0.04775517825
870	0.04764937002
871	0.04743909775
872	0.04712670327
873	0.04706271638
874	0.04676664894
875	0.04638406166
876	0.04614047489
877	0.04607287908
878	0.04577348312
879	0.04535518219
880	0.04506650692
881	0.04491541221
882	0.04481509038
883	0.04470576157
884	0.04450709487
885	0.04428953495
886	0.04421088443
887	0.04409820342
888	0.04386904596
889	0.04380092437
890	0.04370817601
891	0.04342868412
892	0.04314604204
893	0.04286465917
894	0.04267417178
895	0.04240878559
896	0.04220015482
897	0.04206622083
898	0.04178832339
899	0.04146543928
900	0.04128258618
901	0.04100618485
902	0.04090195768
903	0.04081279761
904	0.04064383949
905	0.04029113389
906	0.04012232369
907	0.03983964322
908	0.03974563172
909	0.0394302293
910	0.03914684545
911	0.03908540404
912	0.03890257803
913	0.03873508783
914	0.038528937
915	0.03842174612
916	0.03814801529
917	0.03797753288
918	0.03775698889
919	0.03756204203
920	0.03727371913
921	0.03716560193
922	0.03701461378
923	0.03692708914
924	0.03665060026
925	0.03650788909
926	0.03625289613
927	0.03610983234
928	0.03598669765
929	0.03583149699
930	0.03557404294
931	0.03530338475
932	0.03506293911
933	0.03493084853
934	0.0347154246
935	0.03454322151
936	0.03430126899
937	0.03415856694
938	0.03399885446
939	0.0338091506
940	0.03365114769
941	0.03359247385
942	0.0334768342
943	0.03335268384
944	0.03319459833
945	0.03313187768
946	0.03291496767
947	0.03280115099
948	0.03273793018
949	0.03264302378
950	0.03239660879
951	0.03223350849
952	0.03208316619
953	0.03194898473
954	0.03182181097
955	0.03165408985
956	0.03151326959
957	0.03129717312
958	0.03109567427
959	0.03089123559
960	0.03084242162
961	0.03062935683
962	0.03057291619
963	0.03034561473
964	0.03023631009
965	0.03009782216
966	0.02989234718
967	0.02983520292
968	0.02961156145
969	0.02942898376
970	0.02919490053
971	0.029142901
972	0.02903398517
973	0.02878896115
974	0.02867808113
975	0.02852660102
976	0.02842257884
977	0.02819620428
978	0.02808172611
979	0.02802784463
980	0.02787346128
981	0.02776757446
982	0.02756810972
983	0.02741798639
984	0.02726022413
985	0.02711480441
986	0.02705781462
987	0.02696436835
988	0.0268432664
989	0.0267252612
990	0.0265930269
991	0.02648633213
992	0.02629153904
993	0.02608516879
994	0.02598424169
995	0.0258330974
996	0.02581166247
997	0.02567074526
998	0.02555567101
999	0.02550380607
